,username,acctdesc,location,following,followers,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,Tweet,cleaned_hashtag
30,asmashlee7,Born and raised in Texas. Artist. Lacrosse goalie. Nerdy. Proud army sister. 🎨🎗🥍🎮,"Houston, TX",910,109,826,2015-09-10 05:55:49,2020-07-26 02:47:14,0,"Remember to wear your mask when pop, lock &amp; drop it 😅😂 #coffindance  #COVID19 #pandemic https://t.co/16yRXL2GcE","[{'text': 'coffindance', 'indices': [59, 71]}, {'text': 'COVID19', 'indices': [73, 81]}, {'text': 'pandemic', 'indices': [82, 91]}]","['remember', 'wear', 'mask', 'pop', 'lock', 'amp', 'drop']","['#coffindance', '#COVID19', '#pandemic']"
31,Piotr39_C,,,78,37,2972,2020-04-09 11:58:36,2020-07-26 02:47:00,0,"#Spain SARS-CoV-2 #Pandemic #Spaincovid #EU #Spaincovid19 #Spaincovid_19 #wirusKPCh #COVID19Pandemic #Miedo #Spaincoronavirus #COVID2019 #Cristianismo #Iglesia #ElEvangelio #DIOS #Jesús #España #SARSCoV2 #Coronavirus #Espana #COVID19 #COVID19Pandemic 
https://t.co/YwOD2TvRoq https://t.co/eeURETsXrU","[{'text': 'Spain', 'indices': [0, 6]}, {'text': 'Pandemic', 'indices': [18, 27]}, {'text': 'Spaincovid', 'indices': [28, 39]}, {'text': 'EU', 'indices': [40, 43]}, {'text': 'Spaincovid19', 'indices': [44, 57]}, {'text': 'Spaincovid_19', 'indices': [58, 72]}, {'text': 'wirusKPCh', 'indices': [73, 83]}, {'text': 'COVID19Pandemic', 'indices': [84, 100]}, {'text': 'Miedo', 'indices': [101, 107]}, {'text': 'Spaincoronavirus', 'indices': [108, 125]}, {'text': 'COVID2019', 'indices': [126, 136]}, {'text': 'Cristianismo', 'indices': [137, 150]}, {'text': 'Iglesia', 'indices': [151, 159]}, {'text': 'ElEvangelio', 'indices': [160, 172]}, {'text': 'DIOS', 'indices': [173, 178]}, {'text': 'Jesús', 'indices': [179, 185]}, {'text': 'España', 'indices': [186, 193]}, {'text': 'SARSCoV2', 'indices': [194, 203]}, {'text': 'Coronavirus', 'indices': [204, 216]}, {'text': 'Espana', 'indices': [217, 224]}, {'text': 'COVID19', 'indices': [225, 233]}, {'text': 'COVID19Pandemic', 'indices': [234, 250]}]","['sars', 'cov']","['#Spain', '#Pandemic', '#Spaincovid', '#EU', '#Spaincovid19', '#Spaincovid_19', '#wirusKPCh', '#COVID19Pandemic', '#Miedo', '#Spaincoronavirus', '#COVID2019', '#Cristianismo', '#Iglesia', '#ElEvangelio', '#DIOS', '#Jesús', '#España', '#SARSCoV2', '#Coronavirus', '#Espana', '#COVID19', '#COVID19Pandemic']"
32,IAM__Network,"Curation | Tools | Tips | Services

IAM Platform powers IAM Network:

GO: https://t.co/OJVc7LULBT

Blog | Social | Podcast | Code Trove",Worldwide,14935,17815,740825,2010-12-13 21:24:29,2020-07-26 02:46:54,0,"L.A. County continues dangerous coronavirus surge as Garcetti warns of new restrictions 

READ MORE: https://t.co/q5qg8LUoj4

#cdc #coronavirus #covid19 #mers #outbreak #pandemic #sars #ViralOutbreak #virus #who+","[{'text': 'cdc', 'indices': [126, 130]}, {'text': 'coronavirus', 'indices': [131, 143]}, {'text': 'covid19', 'indices': [144, 152]}, {'text': 'mers', 'indices': [153, 158]}, {'text': 'outbreak', 'indices': [159, 168]}, {'text': 'pandemic', 'indices': [169, 178]}, {'text': 'sars', 'indices': [179, 184]}, {'text': 'ViralOutbreak', 'indices': [185, 199]}, {'text': 'virus', 'indices': [200, 206]}, {'text': 'who', 'indices': [207, 211]}]","['county', 'continue', 'dangerous', 'coronavirus', 'surge', 'garcetti', 'warn', 'new', 'restriction', 'read', 'more']","['#coronavirus', '#covid19', '#mers', '#outbreak', '#pandemic', '#sars', '#ViralOutbreak', '#virus', '#who+']"
33,thewayfarerx,"Gamer, #TwitchAffilate, hacker, activist, foodie, lush. He / him. I'm @ wayfarerx on #PC #ESO https://t.co/tIQWKxOkv9","Colorado Springs, CO",369,290,9712,2016-08-04 06:27:21,2020-07-26 02:46:31,0,#Lockdown Day 135: Surf &amp; Turf with Parmesan Rissoto &amp; Roasted Asparagus. https://t.co/AAvLczhrbY,"[{'text': 'Lockdown', 'indices': [0, 9]}]","['day', '135', 'surf', 'amp', 'turf', 'parmesan', 'rissoto', 'amp', 'roasted', 'asparagus']",['#Lockdown']
34,_easwar,,Coimbatore,299,7,601,2018-04-14 11:58:26,2020-07-26 02:46:19,0,Useless #lockdown 😣 #Coimbatore #COVID19 https://t.co/8Oz0tokCi7,"[{'text': 'lockdown', 'indices': [8, 17]}, {'text': 'Coimbatore', 'indices': [20, 31]}, {'text': 'COVID19', 'indices': [32, 40]}]",['useless'],"['#lockdown', '#Coimbatore', '#COVID19']"
35,crafted4u,Variety of topics #business #fashion #design #handmade #health #marketing #humanrights #socialmedia #declutter #travel #technology #law R/T,New York,3826,3106,49091,2009-06-08 15:35:56,2020-07-26 02:45:48,0,"https://t.co/lifNaUqlR7 #GatesFoundation #funding follow the #money #science and #predictions not a #pandemic #vaccine #IHME #Imperial #collegeofLondon #vaccines 7 companies #business #dirtypolitics 
#unemployment 

R/T","[{'text': 'GatesFoundation', 'indices': [24, 40]}, {'text': 'funding', 'indices': [41, 49]}, {'text': 'money', 'indices': [61, 67]}, {'text': 'science', 'indices': [68, 76]}, {'text': 'predictions', 'indices': [81, 93]}, {'text': 'pandemic', 'indices': [100, 109]}, {'text': 'vaccine', 'indices': [110, 118]}, {'text': 'IHME', 'indices': [119, 124]}, {'text': 'Imperial', 'indices': [125, 134]}, {'text': 'collegeofLondon', 'indices': [135, 151]}, {'text': 'vaccines', 'indices': [152, 161]}, {'text': 'business', 'indices': [174, 183]}, {'text': 'dirtypolitics', 'indices': [184, 198]}, {'text': 'unemployment', 'indices': [200, 213]}]","['follow', 'company', 'unemployment']","['#GatesFoundation', '#funding', '#money', '#science', '#predictions', '#pandemic', '#vaccine', '#IHME', '#Imperial', '#collegeofLondon', '#vaccines', '#business', '#dirtypolitics']"
36,phillipsoninst,"The Phillipson Institute provides a Forum 
to Educate and Inform on #Economic and #PublicPolicy issues.
#national and #international
#political #foreignaffairs",New Jersey,1296,1323,26278,2017-03-03 22:02:34,2020-07-26 02:45:17,0,"The US topped 3 million confirmed #coronavirus cases on 8 July.
A little over two weeks later, the country has surpassed 4 million cases.
Fauci doesn't see us eradicating it. Florida hospitals are overwhelmed with #COVID19 patients.
#TrumpVirus #pandemic 
https://t.co/PImycIhojs","[{'text': 'coronavirus', 'indices': [34, 46]}, {'text': 'COVID19', 'indices': [214, 222]}, {'text': 'TrumpVirus', 'indices': [233, 244]}, {'text': 'pandemic', 'indices': [245, 254]}]","['top', 'million', 'confirm', 'case', 'july', 'little', 'two', 'week', 'later', 'country', 'have', 'surpass', 'million', 'case', 'fauci', 'see', 'eradicate', 'florida', 'hospital', 'overwhelm', 'patient', 'trumpvirus']","['#coronavirus', '#COVID19', '#pandemic']"
37,phillipsoninst,"The Phillipson Institute provides a Forum 
to Educate and Inform on #Economic and #PublicPolicy issues.
#national and #international
#political #foreignaffairs",New Jersey,1296,1323,26278,2017-03-03 22:02:34,2020-07-26 02:44:05,0,"#coronavirus: How long it takes to recover.

Most people will only develop mild symptoms, which usually take a week to recover from, maybe longer. In more serious cases, it could be more than a year.
#COVID19 #pandemic 
https://t.co/ZGocVoxRaN","[{'text': 'coronavirus', 'indices': [0, 12]}, {'text': 'COVID19', 'indices': [200, 208]}, {'text': 'pandemic', 'indices': [209, 218]}]","['long', 'take', 'recover', 'most', 'people', 'develop', 'mild', 'symptom', 'usually', 'take', 'week', 'recover', 'from', 'maybe', 'longer', 'serious', 'case', 'could', 'year', 'covid19']","['#coronavirus:', '#pandemic']"
38,8020Mentor,"A #Jedi, Investor, Founder, Author, Reader, Mentor, Gamer, Member of @Ubuntu & Previously @Gnome
@RichardKoch8020's changed my life with his #book (cover pic).",Australia 🇦🇺 ,949,194,3798,2016-05-09 04:38:05,2020-07-26 02:43:32,0,"This is 2020. That said, call them on whatever platform or application and use your camera to see and talk to them at the very same time. You DO NOT have to travel to see someone who is overseas when there is a #pandemic everywhere. You are risking your life &amp; everyone else too! https://t.co/3LxgppQaGc","[{'text': 'pandemic', 'indices': [211, 220]}]","['2020', 'say', 'call', 'whatev', 'platform', 'application', 'use', 'camera', 'see', 'talk', 'time', 'travel', 'see', 'someone', 'overseas', 'everywhere', 'risk', 'life', 'amp', 'everyone', 'else', 'too']",['#pandemic']
39,phillipsoninst,"The Phillipson Institute provides a Forum 
to Educate and Inform on #Economic and #PublicPolicy issues.
#national and #international
#political #foreignaffairs",New Jersey,1296,1323,26278,2017-03-03 22:02:34,2020-07-26 02:43:23,0,"How does #coronavirus kill? Clinicians trace a ferocious rampage through the body, from brain to toes
#COVID19 #disease #pandemic https://t.co/Nlhv5n2EZg","[{'text': 'coronavirus', 'indices': [9, 21]}, {'text': 'COVID19', 'indices': [102, 110]}, {'text': 'disease', 'indices': [111, 119]}, {'text': 'pandemic', 'indices': [120, 129]}]","['kill', 'clinician', 'trace', 'ferocious', 'rampage', 'body', 'brain', 'toe', 'covid19']","['#coronavirus', '#disease', '#pandemic']"
40,UnusualUpdate,,,0,8,2525,2018-09-24 17:23:42,2020-07-26 02:42:28,0,Doja Cat tests positive for COVID 19 after mocking its severity https://t.co/Kwl6BkalIO #Covid19 #Coronavirus #Pandemic,"[{'text': 'Covid19', 'indices': [88, 96]}, {'text': 'Coronavirus', 'indices': [97, 109]}, {'text': 'Pandemic', 'indices': [110, 119]}]","['doja', 'cat', 'test', 'positive', 'covid', 'mocking', 'severity']","['#Covid19', '#Coronavirus', '#Pandemic']"
41,scarletmonahan,"looking in-looking on,
making art, still trying to work out the difference between a smile & a grin
photographic artist sculpture poet controversial celebrity",United Kingdom,23823,336461,1942658,2011-05-03 23:23:17,2020-07-26 02:42:07,1,Alan self isolation Day 10 Be seeing you. https://t.co/kJgNftFnVo #animation #animated #Quarantine #lockdownextension #lockdown #UKlockdown #Icanthearyou #stockpiling #QuarantineLife #ToiletRoll #SocialDistancing #StayHomeSaveLifes #IcanthearyouAlan #SelfIsolation 46,"[{'text': 'animation', 'indices': [66, 76]}, {'text': 'animated', 'indices': [77, 86]}, {'text': 'Quarantine', 'indices': [87, 98]}, {'text': 'lockdownextension', 'indices': [99, 117]}, {'text': 'lockdown', 'indices': [118, 127]}, {'text': 'UKlockdown', 'indices': [128, 139]}, {'text': 'Icanthearyou', 'indices': [140, 153]}, {'text': 'stockpiling', 'indices': [154, 166]}, {'text': 'QuarantineLife', 'indices': [167, 182]}, {'text': 'ToiletRoll', 'indices': [183, 194]}, {'text': 'SocialDistancing', 'indices': [195, 212]}, {'text': 'StayHomeSaveLifes', 'indices': [213, 231]}, {'text': 'IcanthearyouAlan', 'indices': [232, 249]}, {'text': 'SelfIsolation', 'indices': [250, 264]}]","['alan', 'self', 'isolation', 'day', 'see', '-PRON-']","['#animation', '#animated', '#Quarantine', '#lockdownextension', '#lockdown', '#UKlockdown', '#Icanthearyou', '#stockpiling', '#QuarantineLife', '#ToiletRoll', '#SocialDistancing', '#StayHomeSaveLifes', '#IcanthearyouAlan', '#SelfIsolation']"
42,IAmEnoughism,"This #minimalist wants more. #Enoughism is about living with enough, already.🦋 Email: enoughismpodcast@gmail.com | Podcast ⤵️",,402,80,98,2020-05-30 23:35:45,2020-07-26 02:41:30,0,Do I regret being a #minimalist during a #pandemic? No way. Here’s why. ⤵️#SocialDistancing #Mindfulness #Covid_19 #minimalism #coronavirus #minimalist #consumerism #medium #writerscommunity #podcasts #COVID19 https://t.co/5bQj8mDkKK,"[{'text': 'minimalist', 'indices': [20, 31]}, {'text': 'pandemic', 'indices': [41, 50]}, {'text': 'SocialDistancing', 'indices': [74, 91]}, {'text': 'Mindfulness', 'indices': [92, 104]}, {'text': 'Covid_19', 'indices': [105, 114]}, {'text': 'minimalism', 'indices': [115, 126]}, {'text': 'coronavirus', 'indices': [127, 139]}, {'text': 'minimalist', 'indices': [140, 151]}, {'text': 'consumerism', 'indices': [152, 164]}, {'text': 'medium', 'indices': [165, 172]}, {'text': 'writerscommunity', 'indices': [173, 190]}, {'text': 'podcasts', 'indices': [191, 200]}, {'text': 'COVID19', 'indices': [201, 209]}]","['regret', 'way', 'here', 'why', 'socialdistanc']","['#minimalist', '#pandemic?', '#Mindfulness', '#Covid_19', '#minimalism', '#coronavirus', '#minimalist', '#consumerism', '#medium', '#writerscommunity', '#podcasts', '#COVID19']"
43,rachelkaley,,,214,18,122,2012-08-18 05:51:23,2020-07-26 02:40:50,0,"A commercial just said it’s Christmas Time and I’m only pretty sure it’s not ...
#Ithinkitsstilljuly
#StayAtHome #COVID19 #pandemic #saturday","[{'text': 'Ithinkitsstilljuly', 'indices': [81, 100]}, {'text': 'StayAtHome', 'indices': [101, 112]}, {'text': 'COVID19', 'indices': [113, 121]}, {'text': 'pandemic', 'indices': [122, 131]}, {'text': 'saturday', 'indices': [132, 141]}]","['commercial', 'say', 'christmas', 'time', 'pretty', 'sure', 'ithinkitsstilljuly', 'stayathome']","['#COVID19', '#pandemic', '#saturday']"
44,minamaya13,Marketing/Biz 1st Class Hons BA. #Politics #Books Vegan. Human / Indigenous Rights. #ClimateAction. No Bigotry. Judge a society by how it treats its vulnerable,British European Humanist,53408,51205,142115,2009-07-06 11:40:14,2020-07-26 02:40:06,0,#Coronavirus: Spain drives fears of European 'second wave'. Catalonia has closed its nightlife for two weeks but cities outside the north-eastern region are also seeing a surge. UK says all returning from Spain must self-isolate. https://t.co/TjYjSmFfQQ #pandemic #Spain #travel,"[{'text': 'Coronavirus', 'indices': [0, 12]}, {'text': 'pandemic', 'indices': [254, 263]}, {'text': 'Spain', 'indices': [264, 270]}, {'text': 'travel', 'indices': [271, 278]}]","['spain', 'drive', 'fear', 'european', 'second', 'wave', 'catalonia', 'close', 'nightlife', 'two', 'week', 'city', 'outside', 'north', 'eastern', 'region', 'also', 'see', 'surge', 'say', 'return', 'spain', 'must', 'self', 'isolate']","['#Coronavirus:', '#pandemic', '#Spain', '#travel']"
45,wndrlstgrl,"I'm just here to watch the show, feed the kids, pet the cats, pay the bills, take some pictures, visit some National Parks. Oh, and, occasionally fix computers.",Earth,211,6,176,2019-09-10 19:42:18,2020-07-26 02:39:00,0,@Alodar1LIVE Flipped through 3 streaming services for two hrs before landing on that show. #QuarantineAndChill,"[{'text': 'QuarantineAndChill', 'indices': [91, 110]}]","['flipped', 'streaming', 'service', 'two', 'hrs', 'landing', 'show']",['#QuarantineAndChill']
46,DragonMan4201,I like to blow smoke🐉sometimes out of my nostrils 👃I’m NOT politically correct and I don’t want to be. 😂,Someplace where Mary Jane is😎,52,29,272,2020-07-21 16:38:24,2020-07-26 02:37:05,0,"The #mentalhealth issues related to our lockdown and the #pandemic are especially hard for people with depression. The wonderful charity #MIND have a 24 hour helpline: 800-123-3393
Please copy and retweet to share the helpline far and wide.","[{'text': 'mentalhealth', 'indices': [4, 17]}, {'text': 'pandemic', 'indices': [57, 66]}, {'text': 'MIND', 'indices': [137, 142]}]","['issue', 'relate', 'lockdown', 'especially', 'hard', 'people', 'depression', 'wonderful', 'charity', 'hour', 'helpline', '800', '123', '3393', 'please', 'copy', 'retweet', 'share', 'helpline', 'far', 'wide']","['#mentalhealth', '#pandemic', '#MIND']"
47,CAT1PRO,"BORN IN KANSAS-RAISED ON A  NW  RANCH ,SEEN 20 NATIONS,CATERPILLAR TECH.,EET-, TRAINED USA COMBAT SOLDIERS,HORSES&DOGS- LOVE LIFE-JESUS IS MY LORD","SEATTLE,WA",29370,29417,252404,2013-01-08 02:57:00,2020-07-26 02:36:38,1,"#Coronavirus #Update (Live): 
16,200,326 #Cases, 
             648,440 #Deaths,
 9,913,072 #Recovered 

from; #COVID19 #VIRUS #PANDEMIC - 
                 Worldometer
https://t.co/O3e5nq7i4P","[{'text': 'Coronavirus', 'indices': [0, 12]}, {'text': 'Update', 'indices': [13, 20]}, {'text': 'Cases', 'indices': [41, 47]}, {'text': 'Deaths', 'indices': [71, 78]}, {'text': 'Recovered', 'indices': [91, 101]}, {'text': 'COVID19', 'indices': [110, 118]}, {'text': 'VIRUS', 'indices': [119, 125]}, {'text': 'PANDEMIC', 'indices': [126, 135]}]","['live', '200', '326', '648', '440', '913', '072', 'from', 'worldometer']","['#Coronavirus', '#Update', '#Cases,', '#Deaths,\n', '#Recovered', '#COVID19', '#VIRUS', '#PANDEMIC']"
48,Ora_Pmb,Pietermaritzburg's Premium Restaurant and Nightclub,,0,2,1,2020-07-10 12:21:29,2020-07-26 02:36:23,0,"We are prepping to start hosting you once we open again.

#orapmb #Lockdown #southafrica #Pietermaritzburg #alcoholban #stayhome #staysafe #kzn https://t.co/AgF9MsWNFC","[{'text': 'orapmb', 'indices': [58, 65]}, {'text': 'Lockdown', 'indices': [66, 75]}, {'text': 'southafrica', 'indices': [76, 88]}, {'text': 'Pietermaritzburg', 'indices': [89, 106]}, {'text': 'alcoholban', 'indices': [107, 118]}, {'text': 'stayhome', 'indices': [119, 128]}, {'text': 'staysafe', 'indices': [129, 138]}, {'text': 'kzn', 'indices': [139, 143]}]","['prepp', 'start', 'host', 'open', 'again', 'orapmb']","['#Lockdown', '#southafrica', '#Pietermaritzburg', '#alcoholban', '#stayhome', '#staysafe', '#kzn']"
49,MaLadykiller,He/Him/They.,,4949,480,40216,2013-09-30 17:31:18,2020-07-26 02:35:08,0,"Joyce needs help with #food and #bills during the #pandemic.
#PovertyCrowdfund
#PovertyWishlists https://t.co/okdnD0oVbM","[{'text': 'food', 'indices': [22, 27]}, {'text': 'bills', 'indices': [32, 38]}, {'text': 'pandemic', 'indices': [50, 59]}, {'text': 'PovertyCrowdfund', 'indices': [61, 78]}, {'text': 'PovertyWishlists', 'indices': [79, 96]}]","['joyce', 'need', 'help']","['#food', '#bills', '#pandemic.\n#PovertyCrowdfund\n#PovertyWishlists']"
50,DStone2RC,Writer Race Religion Culture Prod/host WPFW FM Wash DC. Bd mem Hurston Wright Fdn. Books Film Arts Science Fiction Jazz Views: solely my own RTs not endrsmnts,,1010,212,4344,2019-04-18 20:57:03,2020-07-26 02:34:46,0,Children and #COVID19 #Pandemic https://t.co/vxL8iUmnKB,"[{'text': 'COVID19', 'indices': [13, 21]}, {'text': 'Pandemic', 'indices': [22, 31]}]",['child'],"['#COVID19', '#Pandemic']"
